file,class,methode,beginline,endline,begincolumn,endcolumn,rule,ruleset,package,text
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,116,116,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,117,117,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,118,118,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,119,119,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,120,120,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,121,121,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,122,122,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,123,123,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,127,127,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,128,128,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,129,129,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,130,130,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/WebInspectReader.java,WebInspectReader,cweLookup,131,131,39,42,AvoidUsingOctalValues,Basic,org.owasp.benchmark.score.parsers,Do not start a literal by 0 unless its an octal value
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/XanitizerReader.java,XanitizerReader,endElement,94,120,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.score.parsers,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/XanitizerReader.java,XanitizerReader,endElement,97,119,57,57,CollapsibleIfStatements,Basic,org.owasp.benchmark.score.parsers,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/parsers/ZapReader.java,ZapReader,cweLookup,191,192,9,9,EmptySwitchStatements,Empty Code,org.owasp.benchmark.score.parsers,Avoid empty switch statements
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/Report.java,Report,generateTable,160,160,50,62,UnusedFormalParameter,Unused Code,org.owasp.benchmark.score.report,Avoid unused method parameters such as 'actualResults'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/Report.java,Report,generateTable,223,223,31,54,UselessParentheses,Unnecessary,org.owasp.benchmark.score.report,Useless parentheses.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/Report.java,Report,generateTable,225,225,31,54,UselessParentheses,Unnecessary,org.owasp.benchmark.score.report,Useless parentheses.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterHome.java,ScatterHome,display,115,115,42,99,UselessParentheses,Unnecessary,org.owasp.benchmark.score.report,Useless parentheses.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterHome.java,ScatterHome,makePointList,216,216,42,99,UselessParentheses,Unnecessary,org.owasp.benchmark.score.report,Useless parentheses.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterHome.java,ScatterHome,makeLegend,255,255,94,100,UnusedFormalParameter,Unused Code,org.owasp.benchmark.score.report,Avoid unused method parameters such as 'dataset'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterHome.java,ScatterHome,makeLegend,339,339,41,98,UselessParentheses,Unnecessary,org.owasp.benchmark.score.report,Useless parentheses.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterPlot.java,ScatterPlot,initializeTheme,42,42,57,107,UnnecessaryFullyQualifiedName,Import Statements,org.owasp.benchmark.score.report,Unnecessary use of fully qualified name 'org.jfree.chart.StandardChartTheme.createJFreeTheme' due to existing import 'org.jfree.chart.StandardChartTheme'
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/score/report/ScatterPlot.java,ScatterPlot,makePointer,211,211,37,37,EmptyStatementNotInLoop,Empty Code,org.owasp.benchmark.score.report,An empty statement (semicolon) not part of a loop
